ãCè€í°ÅuâﬂãéÇÃãCè€ÉfÅ[É^ÅEÉ_ÉEÉìÉçÅ[ÉhÅvÇÊÇËéÊìæ 2026/03/18 10:31:25

,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR
2023/5/8,15.9,8,1,18.2,8,20.8,8,1,23.9,8,12.4,8,1,13.5,8,0.0,0,8,1,3.6,,8,4.6,8,1,,0,14.2,8,ñk,8,1,,0
2023/5/9,16.2,8,1,18.3,8,24.2,8,1,24.0,8,8.7,8,1,13.7,8,0,1,8,1,3.7,,8,1.8,8,1,,0,7.2,8,ìÏìÏêº,8,1,,0
2023/5/10,18.3,8,1,18.3,8,26.9,8,1,24.1,8,9.6,8,1,13.8,8,0,1,8,1,3.9,,8,2.1,8,1,,0,8.0,8,ìÏìÏìå,8,1,,0
2023/5/11,18.4,8,1,18.4,8,25.5,8,1,24.1,8,10.9,8,1,13.9,8,0,1,8,1,4.0,,8,2.4,8,1,,0,8.3,8,ñkñkìå,8,1,,0
2023/5/12,17.7,8,1,18.5,8,25.4,8,1,24.2,8,9.7,8,1,14.1,8,0,1,8,1,4.1,,8,2.4,8,1,,0,6.7,8,ìå,8,1,,0
2023/5/13,16.0,8,1,18.6,8,20.3,8,1,24.3,8,13.7,8,1,14.2,8,19.0,0,8,1,4.1,,8,2.5,8,1,,0,6.8,8,ìåñkìå,8,1,,0
2023/5/14,17.3,8,1,18.7,8,20.3,8,1,24.4,8,14.4,8,1,14.3,8,7.5,0,8,1,4.2,,8,3.2,8,1,,0,8.4,8,ìå,8,1,,0
2023/5/15,19.3,8,1,18.9,8,25.5,8,1,24.6,8,14.7,8,1,14.5,8,0.0,0,8,1,4.1,,8,1.8,8,1,,0,8.9,8,êº,8,1,,0
2023/5/16,21.1,8,1,19.0,8,29.0,8,1,24.7,8,13.6,8,1,14.6,8,0,1,8,1,4.1,,8,2.1,8,1,,0,7.6,8,ìÏìÏêº,8,1,,0
2023/5/17,23.3,8,1,19.2,8,32.4,8,1,24.9,8,15.1,8,1,14.7,8,0,1,8,1,4.0,,8,2.0,8,1,,0,6.9,8,êºìÏêº,8,1,,0
2023/5/18,20.7,8,1,19.3,8,25.5,8,1,25.0,8,16.5,8,1,14.9,8,2.0,0,8,1,3.9,,8,2.4,8,1,,0,9.0,8,ñkìå,8,1,,0
2023/5/19,18.2,8,1,19.5,8,19.7,8,1,25.2,8,16.8,8,1,15.0,8,28.0,0,8,1,3.9,,8,3.1,8,1,,0,9.3,8,ìåñkìå,8,1,,0
2023/5/20,20.3,8,1,19.6,8,24.8,8,1,25.4,8,15.3,8,1,15.2,8,0,1,8,1,3.8,,8,2.4,8,1,,0,10.3,8,ñkñkêº,8,1,,0
2023/5/21,21.8,8,1,19.8,8,29.1,8,1,25.5,8,14.8,8,1,15.3,8,0,1,8,1,3.7,,8,2.1,8,1,,0,7.9,8,ìÏêº,8,1,,0
2023/5/22,20.9,8,1,19.9,8,28.8,8,1,25.6,8,16.5,8,1,15.5,8,1.5,0,8,1,3.7,,8,2.5,8,1,,0,13.5,8,ñkñkêº,8,1,,0
2023/5/23,18.4,8,1,20.0,8,23.2,8,1,25.8,8,13.9,8,1,15.6,8,0.0,0,8,1,3.6,,8,4.0,8,1,,0,15.8,8,ñkñkêº,8,1,,0
2023/5/24,19.4,8,1,20.2,8,25.7,8,1,25.9,8,12.8,8,1,15.7,8,0.0,0,8,1,3.5,,8,3.1,8,1,,0,9.0,8,ñk,8,1,,0
2023/5/25,19.2,8,1,20.3,8,25.7,8,1,26.0,8,14.2,8,1,15.8,8,0,1,8,1,3.5,,8,2.5,8,1,,0,7.8,8,ìå,8,1,,0
2023/5/26,20.5,8,1,20.4,8,26.2,8,1,26.1,8,15.5,8,1,15.9,8,0,1,8,1,3.4,,8,2.5,8,1,,0,7.2,8,ìå,8,1,,0
2023/5/27,21.8,8,1,20.5,8,27.1,8,1,26.1,8,17.2,8,1,16.1,8,0.0,0,8,1,3.4,,8,2.9,8,1,,0,8.5,8,ìÏìå,8,1,,0
2023/5/28,22.6,8,1,20.6,8,27.0,8,1,26.2,8,19.1,8,1,16.2,8,0.0,0,8,1,3.3,,8,2.4,8,1,,0,7.3,8,ìå,8,1,,0
2023/5/29,21.8,8,1,20.7,8,23.3,8,1,26.3,8,20.4,8,1,16.3,8,25.5,0,8,1,3.2,,8,1.9,8,1,,0,6.4,8,êºìÏêº,8,1,,0
2023/5/30,20.5,8,1,20.8,8,21.8,8,1,26.4,8,19.4,8,1,16.4,8,18.5,0,8,1,3.2,,8,1.9,8,1,,0,5.7,8,ìÏ,8,1,,0
2023/5/31,20.0,8,1,20.9,8,24.7,8,1,26.4,8,15.9,8,1,16.5,8,2.0,0,8,1,3.2,,8,1.7,8,1,,0,6.2,8,ìÏ,8,1,,0
2023/6/1,19.7,8,1,21.0,8,23.5,8,1,26.5,8,13.5,8,1,16.6,8,5.5,0,8,1,3.1,,8,2.2,8,1,,0,5.7,8,ìåìÏìå,8,1,,0
2023/6/2,21.5,8,1,21.2,8,23.0,8,1,26.6,8,20.1,8,1,16.7,8,46.0,0,8,1,3.2,,8,2.2,8,1,,0,6.9,8,ìåñkìå,8,1,,0
2023/6/3,21.4,8,1,21.3,8,27.3,8,1,26.6,8,15.8,8,1,16.9,8,0,1,8,1,3.2,,8,3.5,8,1,,0,12.6,8,ñkêº,8,1,,0
2023/6/4,20.9,8,1,21.4,8,28.1,8,1,26.7,8,13.0,8,1,17.0,8,0,1,8,1,3.3,,8,3.0,8,1,,0,11.6,8,êºìÏêº,8,1,,0
2023/6/5,21.6,8,1,21.5,8,28.1,8,1,26.8,8,15.2,8,1,17.2,8,0,1,8,1,3.3,,8,2.1,8,1,,0,8.1,8,êºìÏêº,8,1,,0
2023/6/6,18.6,8,1,21.6,8,21.8,8,1,26.9,8,17.0,8,1,17.3,8,3.5,0,8,1,3.5,,8,2.0,8,1,,0,6.4,8,ìÏêº,8,1,,0
2023/6/7,21.7,8,1,21.7,8,27.4,8,1,26.9,8,16.5,8,1,17.5,8,0,1,8,1,3.6,,8,2.5,8,1,,0,7.6,8,ìÏêº,8,1,,0
2023/6/8,19.4,8,1,21.9,8,22.3,8,1,27.0,8,17.5,8,1,17.6,8,22.5,0,8,1,3.8,,8,2.8,8,1,,0,9.5,8,ìå,8,1,,0
2023/6/9,22.4,8,1,22.0,8,27.7,8,1,27.1,8,18.3,8,1,17.8,8,0.5,0,8,1,4.0,,8,2.8,8,1,,0,8.1,8,êºìÏêº,8,1,,0
2023/6/10,21.8,8,1,22.1,8,25.6,8,1,27.2,8,17.4,8,1,17.9,8,0.0,0,8,1,4.2,,8,2.9,8,1,,0,8.9,8,ìåñkìå,8,1,,0
2023/6/11,22.1,8,1,22.2,8,25.2,8,1,27.2,8,19.7,8,1,18.1,8,2.5,0,8,1,4.4,,8,3.4,8,1,,0,9.5,8,ìåñkìå,8,1,,0
2023/6/12,21.4,8,1,22.3,8,23.4,8,1,27.3,8,19.3,8,1,18.2,8,10.5,0,8,1,4.7,,8,2.2,8,1,,0,6.0,8,ìå,8,1,,0
2023/6/13,24.3,8,1,22.4,8,29.7,8,1,27.4,8,19.0,8,1,18.4,8,0.0,0,8,1,5.0,,8,2.4,8,1,,0,8.6,8,ìÏìÏêº,8,1,,0
2023/6/14,23.4,8,1,22.5,8,26.6,8,1,27.4,8,21.7,8,1,18.5,8,6.0,0,8,1,5.4,,8,2.3,8,1,,0,6.4,8,êºìÏêº,8,1,,0
2023/6/15,22.5,8,1,22.6,8,28.3,8,1,27.5,8,19.5,8,1,18.7,8,0.0,0,8,1,5.8,,8,2.3,8,1,,0,11.1,8,ñkêº,8,1,,0
2023/6/16,23.6,8,1,22.7,8,29.4,8,1,27.6,8,17.2,8,1,18.8,8,0,1,8,1,6.2,,8,3.0,8,1,,0,9.7,8,ìÏêº,8,1,,0
2023/6/17,25.1,8,1,22.8,8,32.4,8,1,27.6,8,18.7,8,1,19.0,8,0,1,8,1,6.6,,8,2.1,8,1,,0,7.9,8,ìÏ,8,1,,0
2023/6/18,23.7,8,1,22.9,8,30.3,8,1,27.7,8,18.9,8,1,19.1,8,0.0,0,8,1,6.9,,8,1.9,8,1,,0,6.6,8,ìÏêº,8,1,,0
2023/6/19,25.3,8,1,23.0,8,32.5,8,1,27.7,8,18.9,8,1,19.3,8,0,1,8,1,7.2,,8,2.7,8,1,,0,9.6,8,ñk,8,1,,0
2023/6/20,23.6,8,1,23.1,8,30.1,8,1,27.8,8,17.0,8,1,19.5,8,0,1,8,1,7.5,,8,3.1,8,1,,0,9.0,8,ìåìÏìå,8,1,,0
2023/6/21,23.4,8,1,23.3,8,25.8,8,1,27.9,8,22.1,8,1,19.6,8,0.0,0,8,1,7.7,,8,4.1,8,1,,0,12.1,8,ìåìÏìå,8,1,,0
2023/6/22,20.7,8,1,23.4,8,22.7,8,1,28.0,8,19.3,8,1,19.8,8,3.5,0,8,1,7.8,,8,3.3,8,1,,0,11.8,8,ìÏìå,8,1,,0
2023/6/23,23.9,8,1,23.6,8,28.6,8,1,28.1,8,19.7,8,1,20.0,8,0.0,0,8,1,7.9,,8,2.7,8,1,,0,10.6,8,ìÏêº,8,1,,0
2023/6/24,24.1,8,1,23.7,8,29.9,8,1,28.3,8,18.8,8,1,20.2,8,0.0,0,8,1,7.9,,8,1.9,8,1,,0,6.6,8,ìÏ,8,1,,0
2023/6/25,24.6,8,1,23.9,8,30.3,8,1,28.4,8,20.2,8,1,20.4,8,0.0,0,8,1,8.0,,8,1.8,8,1,,0,6.5,8,ìåñkìå,8,1,,0
2023/6/26,23.9,8,1,24.1,8,27.0,8,1,28.6,8,21.6,8,1,20.6,8,3.5,0,8,1,8.0,,8,1.8,8,1,,0,5.2,8,ìåìÏìå,8,1,,0
2023/6/27,27.1,8,1,24.3,8,32.6,8,1,28.8,8,23.0,8,1,20.8,8,0.0,0,8,1,8.1,,8,2.1,8,1,,0,9.1,8,êº,8,1,,0
2023/6/28,26.0,8,1,24.5,8,31.9,8,1,28.9,8,22.8,8,1,21.0,8,7.0,0,8,1,8.1,,8,2.6,8,1,,0,27.1,8,êºñkêº,8,1,,0
2023/6/29,26.6,8,1,24.6,8,32.8,8,1,29.1,8,22.7,8,1,21.2,8,9.5,0,8,1,8.2,,8,2.8,8,1,,0,15.7,8,êºìÏêº,8,1,,0
2023/6/30,25.2,8,1,24.8,8,27.8,8,1,29.3,8,23.0,8,1,21.4,8,23.0,0,8,1,8.3,,8,2.7,8,1,,0,9.7,8,ìÏêº,8,1,,0
2023/7/1,23.9,8,1,25.0,8,25.6,8,1,29.4,8,22.6,8,1,21.6,8,46.0,0,8,1,8.4,,8,2.7,8,1,,0,10.1,8,êºìÏêº,8,1,,0
2023/7/2,26.4,8,1,25.1,8,31.8,8,1,29.6,8,22.4,8,1,21.7,8,0.0,0,8,1,8.4,,8,1.8,8,1,,0,6.8,8,ìÏìÏìå,8,1,,0
2023/7/3,26.5,8,1,25.3,8,29.8,8,1,29.7,8,23.3,8,1,21.9,8,0.0,0,8,1,8.4,,8,2.3,8,1,,0,5.7,8,ìÏêº,8,1,,0
2023/7/4,26.9,8,1,25.4,8,32.7,8,1,29.9,8,23.2,8,1,22.1,8,0.0,0,8,1,8.3,,8,1.8,8,1,,0,6.0,8,ñkìå,8,1,,0
2023/7/5,24.7,8,1,25.6,8,26.5,8,1,30.0,8,23.7,8,1,22.2,8,31.0,0,8,1,8.2,,8,2.6,8,1,,0,9.3,8,ìåìÏìå,8,1,,0
2023/7/6,27.5,8,1,25.7,8,34.3,8,1,30.2,8,22.5,8,1,22.3,8,0,1,8,1,8.0,,8,2.4,8,1,,0,7.0,8,ìÏêº,8,1,,0
2023/7/7,25.5,8,1,25.9,8,30.1,8,1,30.4,8,22.6,8,1,22.5,8,2.5,0,8,1,7.7,,8,2.5,8,1,,0,8.4,8,ìåñkìå,8,1,,0
2023/7/8,26.0,8,1,26.0,8,28.7,8,1,30.6,8,24.2,8,1,22.6,8,5.0,0,8,1,7.4,,8,1.9,8,1,,0,12.1,8,ìÏêº,8,1,,0
2023/7/9,25.4,8,1,26.2,8,27.5,8,1,30.7,8,23.9,8,1,22.7,8,64.0,0,8,1,7.1,,8,1.9,8,1,,0,13.4,8,ñkñkêº,8,1,,0
2023/7/10,25.7,8,1,26.3,8,28.4,8,1,30.9,8,23.7,8,1,22.9,8,2.0,0,5,1,6.8,,8,2.6,8,1,,0,12.3,8,ìÏêº,8,1,,0
2023/7/11,28.3,8,1,26.5,8,34.2,8,1,31.1,8,22.4,8,1,23.0,8,0,1,8,1,6.5,,8,3.5,8,1,,0,14.6,8,êºìÏêº,8,1,,0
2023/7/12,28.2,8,1,26.6,8,33.1,8,1,31.3,8,23.5,8,1,23.1,8,0.0,0,8,1,6.2,,8,3.6,8,1,,0,14.0,8,ìÏêº,8,1,,0
2023/7/13,26.6,8,1,26.7,8,31.1,8,1,31.4,8,24.4,8,1,23.2,8,10.5,0,8,1,6.0,,8,3.2,8,1,,0,15.0,8,êºñkêº,8,1,,0
2023/7/14,26.6,8,1,26.8,8,29.7,8,1,31.6,8,23.9,8,1,23.3,8,0.5,0,8,1,5.8,,8,2.0,8,1,,0,6.2,8,ìÏêº,8,1,,0
2023/7/15,28.3,8,1,27.0,8,34.0,8,1,31.7,8,24.2,8,1,23.4,8,0.0,0,8,1,5.6,,8,2.0,8,1,,0,7.0,8,ìÏìÏìå,8,1,,0
2023/7/16,29.4,8,1,27.1,8,35.4,8,1,31.9,8,25.1,8,1,23.5,8,0,1,8,1,5.4,,8,2.6,8,1,,0,9.6,8,ìÏêº,8,1,,0
2023/7/17,29.7,8,1,27.2,8,35.9,8,1,32.0,8,24.2,8,1,23.5,8,0,1,8,1,5.3,,8,2.3,8,1,,0,7.9,8,ìÏêº,8,1,,0
2023/7/18,30.0,8,1,27.3,8,35.5,8,1,32.2,8,24.5,8,1,23.6,8,0,1,8,1,5.1,,8,2.2,8,1,,0,8.4,8,ìÏ,8,1,,0
2023/7/19,28.1,8,1,27.4,8,32.8,8,1,32.3,8,24.6,8,1,23.7,8,2.5,0,8,1,4.8,,8,3.0,8,1,,0,10.4,8,êº,8,1,,0
2023/7/20,27.7,8,1,27.6,8,32.7,8,1,32.5,8,23.0,8,1,23.8,8,0,1,8,1,4.6,,8,2.6,8,1,,0,7.5,8,ìÏìÏêº,8,1,,0
2023/7/21,27.6,8,1,27.7,8,33.5,8,1,32.6,8,22.6,8,1,23.9,8,0,1,8,1,4.4,,8,2.5,8,1,,0,7.4,8,ìåìÏìå,8,1,,0
2023/7/22,28.1,8,1,27.8,8,34.0,8,1,32.7,8,23.1,8,1,24.1,8,0,1,8,1,4.2,,8,2.8,8,1,,0,8.1,8,ìÏìå,8,1,,0
2023/7/23,28.5,8,1,27.9,8,33.3,8,1,32.9,8,25.2,8,1,24.2,8,0,1,8,1,3.9,,8,3.0,8,1,,0,8.4,8,ìåñkìå,8,1,,0
2023/7/24,28.7,8,1,28.0,8,33.6,8,1,33.0,8,25.2,8,1,24.3,8,0,1,8,1,3.7,,8,3.1,8,1,,0,8.8,8,ìÏìå,8,1,,0
2023/7/25,29.8,8,1,28.1,8,36.2,8,1,33.1,8,26.0,8,1,24.4,8,0,1,8,1,3.5,,8,2.7,8,1,,0,11.1,8,ìÏìÏêº,8,1,,0
2023/7/26,30.2,8,1,28.2,8,36.4,8,1,33.2,8,24.4,8,1,24.5,8,0,1,8,1,3.4,,8,2.2,8,1,,0,7.2,8,ìÏ,8,1,,0
2023/7/27,30.9,8,1,28.3,8,37.2,8,1,33.3,8,25.4,8,1,24.6,8,0,1,8,1,3.2,,8,2.1,8,1,,0,7.4,8,ìÏìÏêº,8,1,,0
2023/7/28,30.9,8,1,28.4,8,37.2,8,1,33.4,8,25.7,8,1,24.6,8,0,1,8,1,3.1,,8,2.6,8,1,,0,7.1,8,ìå,8,1,,0
2023/7/29,29.9,8,1,28.4,8,34.4,8,1,33.5,8,26.6,8,1,24.7,8,0,1,8,1,3.0,,8,3.9,8,1,,0,10.4,8,ìåñkìå,8,1,,0
2023/7/30,29.4,8,1,28.5,8,35.3,8,1,33.6,8,24.8,8,1,24.8,8,0,1,8,1,2.9,,8,2.8,8,1,,0,7.9,8,ìå,8,1,,0
2023/7/31,28.8,8,1,28.5,8,33.2,8,1,33.7,8,25.5,8,1,24.9,8,0.0,0,8,1,2.9,,8,2.7,8,1,,0,7.2,8,ìåñkìå,8,1,,0
2023/8/1,30.2,8,1,28.6,8,35.6,8,1,33.7,8,25.6,8,1,24.9,8,0.0,0,8,1,2.8,,8,3.4,8,1,,0,9.9,8,ìåñkìå,8,1,,0
2023/8/2,29.9,8,1,28.6,8,34.9,8,1,33.8,8,25.7,8,1,25.0,8,0,1,8,1,2.8,,8,3.3,8,1,,0,8.3,8,ìåñkìå,8,1,,0
2023/8/3,29.8,8,1,28.7,8,35.3,8,1,33.9,8,26.2,8,1,25.0,8,0,1,8,1,2.8,,8,3.4,8,1,,0,9.7,8,ìåñkìå,8,1,,0
2023/8/4,30.0,8,1,28.7,8,36.0,8,1,33.9,8,26.0,8,1,25.0,8,0,1,8,1,2.9,,8,3.1,8,1,,0,9.4,8,ìå,8,1,,0
2023/8/5,30.3,8,1,28.7,8,35.4,8,1,33.9,8,27.1,8,1,25.0,8,0,1,8,1,3.0,,8,4.0,8,1,,0,11.5,8,ìåìÏìå,8,1,,0
2023/8/6,30.9,8,1,28.7,8,36.4,8,1,33.9,8,26.1,8,1,25.0,8,1.0,0,8,1,3.0,,8,4.4,8,1,,0,11.6,8,ìåìÏìå,8,1,,0
2023/8/7,27.4,8,1,28.7,8,28.7,8,1,33.9,8,25.9,8,1,25.0,8,6.0,0,8,1,3.1,,8,4.4,8,1,,0,13.1,8,ìåñkìå,8,1,,0
2023/8/8,30.1,8,1,28.6,8,34.0,8,1,33.9,8,26.9,8,1,25.0,8,0.0,0,8,1,3.2,,8,5.2,8,1,,0,13.5,8,ìå,8,1,,0
2023/8/9,30.8,8,1,28.6,8,34.6,8,1,33.9,8,28.6,8,1,25.0,8,0,1,8,1,3.3,,8,7.1,8,1,,0,19.0,8,ìåìÏìå,8,1,,0
2023/8/10,30.0,8,1,28.6,8,31.8,8,1,33.8,8,28.9,8,1,25.0,8,0,1,8,1,3.4,,8,8.2,8,1,,0,22.6,8,ìåìÏìå,8,1,,0
2023/8/11,30.7,8,1,28.5,8,35.0,8,1,33.7,8,27.0,8,1,25.0,8,0,1,8,1,3.5,,8,4.1,8,1,,0,13.3,8,ìåìÏìå,8,1,,0
2023/8/12,30.6,8,1,28.5,8,37.7,8,1,33.7,8,25.3,8,1,24.9,8,0,1,8,1,3.5,,8,2.1,8,1,,0,8.6,8,ìÏêº,8,1,,0
2023/8/13,31.0,8,1,28.4,8,38.3,8,1,33.6,8,25.0,8,1,24.9,8,0,1,8,1,3.6,,8,2.6,8,1,,0,9.9,8,ñk,8,1,,0
2023/8/14,29.6,8,1,28.4,8,33.3,8,1,33.5,8,26.6,8,1,24.8,8,0.0,0,8,1,3.5,,8,2.9,8,1,,0,11.2,8,ñkêº,8,1,,0
2023/8/15,26.9,8,1,28.3,8,29.2,8,1,33.5,8,25.8,8,1,24.8,8,49.0,0,8,1,3.5,,8,6.5,8,1,,0,18.3,8,ñkñkêº,8,1,,0
2023/8/16,29.6,8,1,28.3,8,35.3,8,1,33.4,8,25.3,8,1,24.7,8,0.0,0,8,1,3.4,,8,3.6,8,1,,0,10.1,8,êºìÏêº,8,1,,0
2023/8/17,26.8,8,1,28.2,8,28.2,8,1,33.3,8,25.5,8,1,24.7,8,13.5,0,8,1,3.4,,8,3.5,8,1,,0,8.5,8,ìåñkìå,8,1,,0
2023/8/18,28.6,8,1,28.1,8,32.8,8,1,33.2,8,25.5,8,1,24.6,8,2.5,0,8,1,3.3,,8,3.8,8,1,,0,8.9,8,ìåñkìå,8,1,,0
2023/8/19,29.9,8,1,28.1,8,34.7,8,1,33.1,8,26.0,8,1,24.5,8,0.0,0,8,1,3.2,,8,2.1,8,1,,0,6.3,8,ìÏìå,8,1,,0
2023/8/20,31.0,8,1,28.0,8,36.6,8,1,33.1,8,26.4,8,1,24.4,8,0,1,8,1,3.1,,8,1.9,8,1,,0,6.4,8,ìå,8,1,,0
2023/8/21,31.0,8,1,27.9,8,36.6,8,1,33.0,8,26.8,8,1,24.3,8,0,1,8,1,3.0,,8,2.6,8,1,,0,6.7,8,ìÏìå,8,1,,0
2023/8/22,30.4,8,1,27.8,8,35.6,8,1,32.9,8,26.4,8,1,24.2,8,0,1,8,1,3.0,,8,3.5,8,1,,0,9.3,8,ìÏìå,8,1,,0
2023/8/23,27.0,8,1,27.7,8,31.4,8,1,32.8,8,25.2,8,1,24.1,8,14.5,0,8,1,3.0,,8,2.6,8,1,,0,13.0,8,ìÏìÏìå,8,1,,0
2023/8/24,28.8,8,1,27.6,8,33.9,8,1,32.7,8,24.6,8,1,24.0,8,0,1,8,1,3.0,,8,2.7,8,1,,0,9.0,8,ìåñkìå,8,1,,0
2023/8/25,28.7,8,1,27.5,8,32.2,8,1,32.5,8,26.2,8,1,23.9,8,0,1,8,1,3.1,,8,3.0,8,1,,0,8.7,8,ìåñkìå,8,1,,0
2023/8/26,28.8,8,1,27.3,8,33.6,8,1,32.4,8,24.7,8,1,23.8,8,0,1,8,1,3.3,,8,2.7,8,1,,0,7.1,8,ìÏìå,8,1,,0
2023/8/27,29.0,8,1,27.2,8,34.1,8,1,32.3,8,25.1,8,1,23.6,8,0.0,0,8,1,3.4,,8,2.6,8,1,,0,7.6,8,ìÏìå,8,1,,0
2023/8/28,29.1,8,1,27.1,8,34.8,8,1,32.2,8,24.5,8,1,23.5,8,0,1,8,1,3.6,,8,2.4,8,1,,0,9.1,8,ìÏìå,8,1,,0
2023/8/29,29.4,8,1,26.9,8,34.0,8,1,32.0,8,25.0,8,1,23.3,8,0,1,8,1,3.8,,8,3.1,8,1,,0,8.0,8,ìÏìå,8,1,,0
2023/8/30,29.4,8,1,26.8,8,33.3,8,1,31.9,8,26.4,8,1,23.2,8,0.0,0,8,1,4.0,,8,3.9,8,1,,0,12.0,8,ìå,8,1,,0
2023/8/31,28.1,8,1,26.7,8,30.9,8,1,31.8,8,26.8,8,1,23.0,8,0.0,0,8,1,4.2,,8,3.6,8,1,,0,12.7,8,ìÏìå,8,1,,0
2023/9/1,28.4,8,1,26.5,8,32.0,8,1,31.6,8,26.2,8,1,22.9,8,0.0,0,8,1,4.3,,8,2.7,8,1,,0,7.9,8,ìåìÏìå,8,1,,0
2023/9/2,27.0,8,1,26.4,8,29.2,8,1,31.5,8,24.2,8,1,22.7,8,0,1,8,1,4.4,,8,2.2,8,1,,0,6.6,8,ìå,8,1,,0
2023/9/3,29.1,8,1,26.2,8,34.9,8,1,31.4,8,23.4,8,1,22.5,8,0,1,8,1,4.5,,8,2.1,8,1,,0,7.2,8,ìÏìÏìå,8,1,,0
2023/9/4,29.8,8,1,26.1,8,36.3,8,1,31.2,8,24.2,8,1,22.4,8,0,1,8,1,4.5,,8,2.8,8,1,,0,11.4,8,ñk,8,1,,0
2023/9/5,28.9,8,1,25.9,8,32.7,8,1,31.1,8,24.9,8,1,22.2,8,0.0,0,8,1,4.5,,8,3.5,8,1,,0,10.4,8,ìåìÏìå,8,1,,0
2023/9/6,27.5,8,1,25.8,8,32.7,8,1,30.9,8,23.8,8,1,22.0,8,0.0,0,8,1,4.5,,8,2.7,8,1,,0,9.3,8,ñk,8,1,,0
2023/9/7,27.2,8,1,25.6,8,33.8,8,1,30.8,8,21.6,8,1,21.8,8,0.0,0,8,1,4.4,,8,3.3,8,1,,0,11.5,8,ñkìå,8,1,,0
2023/9/8,26.7,8,1,25.5,8,31.5,8,1,30.6,8,23.4,8,1,21.7,8,0.0,0,8,1,4.3,,8,2.8,8,1,,0,11.4,8,ñkñkêº,8,1,,0
2023/9/9,27.0,8,1,25.3,8,33.0,8,1,30.5,8,21.5,8,1,21.5,8,0,1,8,1,4.3,,8,2.0,8,1,,0,6.6,8,êºìÏêº,8,1,,0
2023/9/10,26.9,8,1,25.1,8,31.3,8,1,30.3,8,23.5,8,1,21.3,8,12.5,0,8,1,4.3,,8,2.5,8,1,,0,11.4,8,ìÏìÏìå,8,1,,0
2023/9/11,25.1,8,1,25.0,8,29.1,8,1,30.1,8,23.2,8,1,21.1,8,8.0,0,8,1,4.3,,8,2.7,8,1,,0,8.6,8,ìå,8,1,,0
2023/9/12,26.3,8,1,24.8,8,31.4,8,1,29.9,8,22.1,8,1,20.9,8,0.5,0,8,1,4.3,,8,2.4,8,1,,0,6.4,8,ìÏìå,8,1,,0
2023/9/13,27.5,8,1,24.6,8,32.6,8,1,29.7,8,24.1,8,1,20.7,8,0.0,0,8,1,4.4,,8,2.9,8,1,,0,7.6,8,ìåìÏìå,8,1,,0
2023/9/14,27.3,8,1,24.4,8,31.2,8,1,29.5,8,23.7,8,1,20.5,8,0.0,0,8,1,4.4,,8,1.7,8,1,,0,5.2,8,ìåìÏìå,8,1,,0
2023/9/15,28.3,8,1,24.2,8,32.4,8,1,29.3,8,24.9,8,1,20.2,8,0,1,8,1,4.5,,8,1.6,8,1,,0,5.3,8,ìÏìå,8,1,,0
2023/9/16,28.8,8,1,24.0,8,33.8,8,1,29.1,8,25.0,8,1,20.0,8,0,1,8,1,4.5,,8,1.8,8,1,,0,6.3,8,ìåìÏìå,8,1,,0
2023/9/17,29.1,8,1,23.7,8,35.2,8,1,28.9,8,26.2,8,1,19.8,8,0,1,8,1,4.6,,8,3.1,8,1,,0,10.4,8,ìÏìÏêº,8,1,,0
2023/9/18,28.0,8,1,23.5,8,33.2,8,1,28.6,8,24.4,8,1,19.5,8,0.5,0,8,1,4.7,,8,2.2,8,1,,0,7.8,8,ìÏìå,8,1,,0
2023/9/19,27.7,8,1,23.3,8,33.8,8,1,28.4,8,23.2,8,1,19.3,8,0.0,0,8,1,4.7,,8,2.2,8,1,,0,9.9,8,ìÏ,8,1,,0
2023/9/20,26.0,8,1,23.1,8,30.3,8,1,28.2,8,23.8,8,1,19.1,8,12.5,0,8,1,4.7,,8,2.0,8,1,,0,10.7,8,êº,8,1,,0
2023/9/21,26.8,8,1,22.8,8,32.8,8,1,28.0,8,24.8,8,1,18.8,8,0.0,0,8,1,4.7,,8,3.0,8,1,,0,13.0,8,ìÏêº,8,1,,0
2023/9/22,24.8,8,1,22.6,8,30.6,8,1,27.8,8,21.6,8,1,18.6,8,18.5,0,8,1,4.7,,8,2.2,8,1,,0,9.2,8,ñkñkêº,8,1,,0
2023/9/23,23.5,8,1,22.4,8,29.0,8,1,27.6,8,19.6,8,1,18.3,8,0.0,0,8,1,4.7,,8,3.0,8,1,,0,11.1,8,ñk,8,1,,0
2023/9/24,23.6,8,1,22.2,8,29.6,8,1,27.4,8,17.4,8,1,18.1,8,0,1,8,1,4.7,,8,2.2,8,1,,0,6.8,8,ñkìå,8,1,,0
2023/9/25,25.4,8,1,22.0,8,29.9,8,1,27.2,8,22.0,8,1,17.9,8,0,1,8,1,4.7,,8,3.0,8,1,,0,7.3,8,ìå,8,1,,0
2023/9/26,26.2,8,1,21.8,8,30.3,8,1,27.0,8,22.5,8,1,17.7,8,0.0,0,8,1,4.7,,8,2.2,8,1,,0,5.9,8,ìå,8,1,,0
